year,date,median,low,high
2020,2020-05-12,2,0,8
2020,2020-08-03,4,0,13
year,date,median,low,high
2019,2020-06-05,8,0,37
2019,2020-05-14,8,0,37
year,date,median,low,high
2020,2020-11-12,3,0,11
2019,2020-08-08,8,0,33
2019,2020-11-11,6,0,30
year,date,median,low,high
2019,2020-08-05,7,0,32
2019,2020-08-19,7,0,30
2019,2020-05-08,9,0,41
year,date,median,low,high
2020,2020-07-16,3,0,11
2019,2020-01-23,7,0,32
2019,2020-04-22,7,0,40
year,date,median,low,high
2019,2020-01-16,8,0,35
2019,2020-03-04,7,0,29
2020,2020-03-17,4,0,14
2019,2020-07-22,7,0,32
year,date,median,low,high
2020,2020-11-16,3,0,11
2019,2020-05-27,5,0,24
2020,2020-06-23,3,0,11
2019,2020-02-12,7,0,32
year,date,median,low,high
2019,2020-08-01,8,0,36
2019,2020-10-29,7,0,33
2020,2020-07-15,4,0,12
2019,2020-01-08,14,0,61
2020,2020-06-22,3,0,11
2020,2020-08-06,4,0,13
2020,2020-06-30,3,0,11
year,date,median,low,high
2019,2020-01-01,8,0,42
2019,2020-03-05,8,0,37
2020,2020-09-22,3,0,11
2020,2020-10-07,4,0,13
2019,2020-10-10,7,0,34
2019,2020-10-24,8,0,36
year,date,median,low,high
2019,2020-08-21,7,0,31
2019,2020-01-10,14,0,64
2020,2020-04-14,1,0,6
2020,2020-11-17,3,0,11
2019,2020-01-02,14,0,64
2019,2020-04-11,8,0,39
2019,2020-12-11,7,0,39
year,date,median,low,high
2019,2020-05-23,8,0,35
2019,2020-04-02,8,0,39
2020,2020-08-25,3,0,11
year,date,median,low,high
2020,2020-11-23,3,0,12
2020,2020-07-21,3,0,11
2020,2020-05-21,2,0,8
2019,2020-10-09,6,0,27
2019,2020-03-14,8,0,39
year,date,median,low,high
2019,2020-09-11,9,0,40
2020,2020-02-05,8,0,34
2019,2020-08-14,7,0,31
2020,2020-10-21,3,0,12
2019,2020-09-17,9,0,40
2020,2020-03-16,4,0,15
2019,2020-02-14,9,0,39
year,date,median,low,high
2020,2020-01-07,8,0,38
2019,2020-11-20,7,0,35
2019,2020-03-12,7,0,37
2020,2020-06-08,3,0,10
year,date,median,low,high
2020,2020-06-15,3,0,10
year,date,median,low,high
2020,2020-05-19,2,0,8
2020,2020-10-14,4,0,13
2019,2020-01-22,7,0,30
year,date,median,low,high
2019,2020-04-30,8,0,39
2019,2020-01-31,7,0,62
year,date,median,low,high
2019,2020-09-24,8,0,37
2020,2020-09-03,4,0,13
2020,2020-06-04,2,0,9
2020,2020-06-16,3,0,10
2020,2020-11-05,3,0,89
year,date,median,low,high
2020,2020-10-01,4,0,13
2020,2020-08-11,3,0,11
2019,2020-09-23,8,0,37
2019,2020-04-16,9,0,43
2020,2020-08-19,3,0,11
2020,2020-11-04,3,0,71
2019,2020-04-08,8,0,39
year,date,median,low,high
2019,2020-03-18,7,0,34
2019,2020-01-28,7,0,35
2020,2020-07-27,3,0,11
2019,2020-09-26,8,0,35
2020,2020-09-29,3,0,11
2019,2020-09-02,5,0,28
year,date,median,low,high
2019,2020-12-12,8,0,41
2019,2020-10-30,7,0,34
2019,2020-08-26,7,0,31
year,date,median,low,high
2020,2020-10-12,3,0,11
2019,2020-05-22,8,0,37
2020,2020-11-19,3,0,11
year,date,median,low,high
2020,2020-10-05,3,0,12
2020,2020-11-10,3,0,11
2020,2020-02-25,5,0,25
2019,2020-12-10,7,0,36
2019,2020-04-04,9,0,40
2019,2020-09-25,8,0,37
year,date,median,low,high
2020,2020-07-23,3,0,11
year,date,median,low,high
2019,2020-05-29,8,0,35
2020,2020-09-16,4,0,13
2019,2020-10-02,8,0,38
year,date,median,low,high
2019,2020-04-01,7,0,37
2020,2020-06-02,2,0,9
2020,2020-09-23,4,0,13
year,date,median,low,high
2019,2020-01-15,7,0,37
2019,2020-06-20,9,0,39
year,date,median,low,high
2019,2020-05-28,7,0,33
2019,2020-04-09,8,0,38
2019,2020-02-05,7,0,73
2019,2020-06-25,8,0,35
2020,2020-05-05,2,0,8
year,date,median,low,high
2020,2020-07-20,3,0,11
2020,2020-04-21,1,0,6
2020,2020-04-01,2,0,8
2019,2020-07-17,8,0,34
year,date,median,low,high
2019,2020-11-26,7,0,36
2019,2020-03-26,8,0,37
2020,2020-03-03,7,0,32
2020,2020-05-25,2,0,7
2020,2020-10-08,4,0,14
year,date,median,low,high
2019,2020-10-16,7,0,36
2020,2020-04-15,1,0,6
2020,2020-01-08,8,0,37
2020,2020-05-26,2,0,8
2019,2020-05-15,9,0,41
2020,2020-06-17,3,0,10
2020,2020-03-30,2,0,8
2019,2020-01-29,7,0,39
year,date,median,low,high
2019,2020-05-16,9,0,41
2020,2020-09-17,4,0,13
2019,2020-06-27,9,0,38
year,date,median,low,high
2020,2020-06-29,3,0,11
2019,2020-05-21,8,0,37
2020,2020-08-31,3,0,11
2020,2020-06-11,3,0,10
year,date,median,low,high
2019,2020-06-03,8,0,36
2019,2020-10-07,7,0,36
2019,2020-11-18,7,0,33
2020,2020-07-01,3,0,11
year,date,median,low,high
2020,2020-09-14,4,0,13
2019,2020-03-11,8,0,41
2020,2020-05-06,2,0,8
2019,2020-04-18,9,0,43
2019,2020-02-20,7,0,34
2020,2020-03-26,2,0,8
2019,2020-02-04,7,0,95
year,date,median,low,high
2020,2020-02-20,7,0,35
2019,2020-12-23,7,0,41
2019,2020-11-04,7,0,35
2020,2020-05-13,2,0,8
2019,2020-11-06,7,0,34
year,date,median,low,high
2020,2020-07-02,3,0,11
2020,2020-05-04,2,0,8
2019,2020-02-28,8,0,35
2020,2020-07-22,3,0,11
2018,2020-12-31,8,0,34
year,date,median,low,high
2020,2020-04-02,2,0,8
2019,2020-02-27,7,0,34
2019,2020-10-31,7,0,32
2020,2020-04-30,2,0,7
2020,2020-07-13,3,0,11
2020,2020-09-09,4,0,13
year,date,median,low,high
2019,2020-05-13,7,0,36
2019,2020-11-27,8,0,39
2019,2020-05-09,9,0,42
year,date,median,low,high
2020,2020-10-22,4,0,13
2020,2020-09-21,3,0,10
2019,2020-02-19,8,0,36
2019,2020-09-12,9,0,41
2020,2020-11-09,3,0,11
year,date,median,low,high
2019,2020-07-29,7,0,32
2019,2020-01-09,16,0,70
2019,2020-01-07,12,0,53
2019,2020-07-11,8,0,37
2019,2020-09-19,9,0,39
year,date,median,low,high
2019,2020-06-11,8,0,37
2020,2020-01-01,4,0,25
2019,2020-09-18,9,0,41
2020,2020-10-28,3,0,12
2020,2020-03-23,2,0,8
year,date,median,low,high
2020,2020-10-29,3,0,11
2020,2020-04-13,1,0,5
2019,2020-11-21,7,0,36
2020,2020-02-11,7,0,34
2020,2020-04-29,2,0,7
year,date,median,low,high
2019,2020-07-30,7,0,32
2019,2020-10-01,7,0,32
2020,2020-02-24,7,0,35
year,date,median,low,high
2019,2020-01-17,8,0,33
2020,2020-09-24,4,0,13
2020,2020-06-01,3,0,10
2020,2020-01-22,7,0,35
2020,2020-03-10,6,0,28
year,date,median,low,high
2019,2020-01-30,7,0,51
2020,2020-03-05,7,0,32
2019,2020-07-18,8,0,37
2020,2020-02-26,8,0,37
year,date,median,low,high
2019,2020-07-09,8,0,34
2019,2020-09-09,9,0,40
2020,2020-02-03,8,0,37
year,date,median,low,high
2019,2020-12-25,3,0,17
2020,2020-05-07,2,0,8
2020,2020-02-10,7,0,34
2020,2020-08-10,3,0,11
2019,2020-02-21,8,0,37
2019,2020-02-25,7,0,34
2019,2020-10-03,7,0,52
year,date,median,low,high
2020,2020-09-30,4,0,13
2019,2020-08-12,7,0,32
2019,2020-06-18,7,0,35
year,date,median,low,high
2019,2020-12-31,8,0,36
2019,2020-12-09,7,0,35
2019,2020-12-05,8,0,40
2020,2020-01-15,8,0,36
year,date,median,low,high
2019,2020-03-21,8,0,38
2020,2020-02-13,7,0,34
2020,2020-10-13,3,0,12
year,date,median,low,high
2019,2020-04-25,8,0,43
2019,2020-08-29,8,0,35
2020,2020-09-01,4,0,13
2020,2020-08-18,4,0,12
year,date,median,low,high
2020,2020-10-19,3,0,12
year,date,median,low,high
2019,2020-07-10,8,0,35
year,date,median,low,high
2020,2020-02-17,6,0,27
2019,2020-07-23,7,0,34
2019,2020-11-07,7,0,35
2020,2020-09-28,3,0,11
2019,2020-04-24,8,0,44
year,date,median,low,high
2020,2020-11-03,3,0,12
2020,2020-04-16,1,0,6
year,date,median,low,high
2019,2020-11-25,7,0,38
2020,2020-06-25,3,0,11
2020,2020-09-02,3,0,11
2020,2020-10-27,3,0,12
2020,2020-09-10,4,0,13
2019,2020-08-06,7,0,33
year,date,median,low,high
2020,2020-02-04,7,0,34
2020,2020-02-06,7,0,33
2019,2020-01-24,7,0,32
year,date,median,low,high
2020,2020-08-13,3,0,11
2020,2020-07-30,4,0,12
year,date,median,low,high
2019,2020-07-24,8,0,35
2020,2020-03-31,1,0,7
2020,2020-03-09,7,0,31
year,date,median,low,high
2019,2020-09-05,9,0,40
2020,2020-07-14,3,0,11
year,date,median,low,high
2020,2020-03-11,6,0,27
2019,2020-10-23,8,0,36
2019,2020-12-19,8,0,38
2019,2020-05-06,9,0,39
year,date,median,low,high
2019,2020-08-22,7,0,31
2020,2020-01-30,7,0,35
2020,2020-11-24,3,0,12
2020,2020-08-27,3,0,11
2019,2020-03-07,8,0,37
2019,2020-12-04,7,0,38
2019,2020-03-13,7,0,35
year,date,median,low,high
2019,2020-11-12,6,0,34
2020,2020-03-25,2,0,9
2020,2020-10-20,3,0,11
2019,2020-07-16,8,0,35
year,date,median,low,high
2020,2020-06-03,2,0,9
2020,2020-07-08,3,0,10
2020,2020-01-20,6,0,25
2019,2020-06-12,9,0,38
year,date,median,low,high
2020,2020-01-29,7,0,37
2019,2020-10-17,8,0,36
2020,2020-11-11,3,0,11
2019,2020-08-27,8,0,34
2019,2020-09-16,8,0,39
2020,2020-05-11,2,0,8
year,date,median,low,high
2019,2020-07-15,7,0,34
2019,2020-12-24,6,0,28
2019,2020-05-01,8,0,40
year,date,median,low,high
2020,2020-06-10,3,0,10
2019,2020-04-23,8,0,42
2019,2020-08-13,7,0,32
2019,2020-12-17,7,0,34
year,date,median,low,high
2020,2020-05-28,2,0,8
2019,2020-12-18,8,0,39
2020,2020-01-14,7,0,35
2020,2020-01-16,8,0,36
2020,2020-08-17,3,0,11
year,date,median,low,high
2020,2020-06-18,3,0,11
2020,2020-07-29,3,0,11
2020,2020-07-09,3,0,11
year,date,median,low,high
2020,2020-03-24,2,0,8
2020,2020-11-26,2,0,7
2020,2020-09-08,3,0,11
2020,2020-03-04,7,0,31
2019,2020-09-03,8,0,37
year,date,median,low,high
2020,2020-04-28,2,0,8
2019,2020-04-17,9,0,43
2019,2020-07-08,7,0,32
2020,2020-01-09,8,0,39
2020,2020-02-12,8,0,34
2020,2020-01-21,7,0,32
2020,2020-09-15,3,0,11
2020,2020-08-04,3,0,11
year,date,median,low,high
2020,2020-02-27,8,0,36
2019,2020-11-19,7,0,34
2020,2020-05-20,2,0,8
2019,2020-07-03,8,0,35
2019,2020-06-10,7,0,34
2020,2020-03-12,6,0,25
2020,2020-01-28,7,0,34
year,date,median,low,high
2020,2020-10-26,3,0,11
2019,2020-06-19,8,0,37
2019,2020-10-21,7,0,33
2019,2020-04-03,8,0,40
2020,2020-11-25,3,0,11
2019,2020-03-28,9,0,40
2020,2020-04-06,2,0,7
year,date,median,low,high
2019,2020-03-27,8,0,38
2019,2020-01-03,14,0,63
2020,2020-05-18,2,0,8
2020,2020-11-02,3,0,12
2019,2020-07-01,8,0,35
2019,2020-12-16,7,0,36
2019,2020-08-20,7,0,32
2020,2020-05-14,2,0,8
year,date,median,low,high
2020,2020-08-26,3,0,11
year,date,median,low,high
2020,2020-04-07,1,0,6
year,date,median,low,high
2019,2020-09-10,9,0,41
2020,2020-04-22,2,0,7
2019,2020-05-20,8,0,35
year,date,median,low,high
2019,2020-06-04,8,0,37
2020,2020-02-19,7,0,32
2019,2020-02-26,7,0,34
year,date,median,low,high
2019,2020-03-20,8,0,37
2019,2020-04-29,8,0,42
2019,2020-12-03,7,0,35
year,date,median,low,high
2019,2020-07-25,8,0,36
2019,2020-08-28,7,0,33
2020,2020-10-15,4,0,13
2020,2020-07-28,3,0,11
2019,2020-03-19,8,0,37
year,date,median,low,high
2019,2020-02-11,7,0,33
2019,2020-07-04,5,0,25
2019,2020-01-14,7,0,39
2020,2020-01-23,7,0,32
2019,2020-05-30,8,0,37
2020,2020-02-18,6,0,31
year,date,median,low,high
2019,2020-11-05,7,0,31
year,date,median,low,high
2019,2020-11-13,7,0,33
2019,2020-10-08,8,0,36
2019,2020-10-14,6,0,27
2019,2020-10-28,7,0,33
year,date,median,low,high
2019,2020-05-02,9,0,41
2020,2020-06-24,3,0,11
2019,2020-09-04,9,0,39
2019,2020-07-02,8,0,35
year,date,median,low,high
2020,2020-06-09,3,0,10
2020,2020-04-09,1,0,6
2020,2020-11-18,3,0,11
2019,2020-06-06,9,0,38
year,date,median,low,high
2019,2020-08-07,7,0,33
2019,2020-03-06,8,0,36
2019,2020-02-13,8,0,37
2020,2020-08-12,3,0,11
year,date,median,low,high
2019,2020-05-07,8,0,36
2019,2020-12-30,6,0,35
2020,2020-03-02,7,0,33
year,date,median,low,high
2020,2020-07-07,3,0,11
2020,2020-08-24,3,0,11
2020,2020-03-19,3,0,11
2020,2020-04-20,2,0,7
2019,2020-02-07,7,0,43
year,date,median,low,high
2019,2020-01-21,5,0,20
2019,2020-03-25,8,0,38
2019,2020-06-24,8,0,37
2019,2020-07-31,7,0,34
2020,2020-04-23,2,0,7
2020,2020-07-06,3,0,10
year,date,median,low,high
2020,2020-01-27,7,0,35
2019,2020-09-30,7,0,29
2019,2020-10-15,7,0,35
2020,2020-09-07,2,0,9
year,date,median,low,high
2019,2020-12-26,6,0,37
2020,2020-04-27,2,0,7
2020,2020-01-06,7,0,35
2020,2020-03-18,3,0,13
2019,2020-02-18,6,0,29
2020,2020-08-05,4,0,13
2019,2020-12-02,6,0,32
2019,2020-04-10,8,0,39
2020,2020-01-02,8,0,39
2019,2020-10-22,7,0,33
year,date,median,low,high
2020,2020-01-13,7,0,43
2020,2020-10-06,3,0,12
2020,2020-05-27,2,0,8
2020,2020-04-08,1,0,6
2019,2020-06-13,7,0,32
2020,2020-08-20,4,0,13
2019,2020-06-17,8,0,33
2019,2020-04-15,8,0,41
year,date,median,low,high
2019,2020-02-06,7,0,45
year,date,median,low,high
2019,2020-08-15,8,0,33
2019,2020-11-14,7,0,35
2019,2020-11-28,4,0,22
year,date,median,low,high
2019,2020-06-26,8,0,36
